twitter_id,twitter_text,hate
692516336711266304,"@clee0506 Your just as much as of a ""nigger"" as any black man ..think not?? https://t.co/vrjGMiA8WD",2
752495466927927297,@FvckBrewski have u watched the shrek is love shrek is life where his dad calls him a faggot,2
727589685560750081,@TmarTn yet you still buy them fucking goofy looking retard,2
762707221440503808,@RickiePugh_ looooooool you Cunt 😂,2
865402896799510529,@Alexander_Da_3 @justcallmeanaly Join the group again u cunt,2
695379544786644993,@danieltosh steam clean your twat. ?,2
737792413939294209,RT @Azu_Rayn: Behold! The video that Twitter and the EU does not want you to see. #IStandWithHateSpeech https://t.co/Fq6IHqBN4X,2
778496183924760577,@CodyOliveto you're a cunt if you don't let me,2
771927702521704448,"@VanceJabari @Kumar_Myers oh my bad ""nigger"" there you go Bob👌",2
778699800577323008,"@Art_VandelayRFC feck you, you sexist twat ........... 😡",2
701180095269044224,"@mark_markat @talktoharris1 @BBCWorld Yeah , Just Holiday camp, you stupid cunt",2
834844728785063936,@xXxAnnelisexXx you are  one horny bit cheaper.  I bet you have a realy  tight wet cunt,2
713143214958465025,@stevecuozzo what a cunt you are,2
853535403017728000,"@wroetoshaw Sometimes?JK, why are you retarded?",2
750148191807475712,"@RepilianFuck_ because you are fucking addicted to some worthless cunt. Grow up, he's unoriginal and stupid. 'AHAH BLEACH LOL ""KYS"" HAHAHA""",2
849636449335083008,@InfideleAnna I like your cunt,2
870436539758555137,@DT_Rise L7 are u retarded,2
850028260268417025,@AFlZY @GirlyApple_ @BeanoM8 @CCalIum Grace is this your retarded eboy?,2
699901004486197248,@amazingatheist I didn't call you a cunt. I called you fat. #fat Several times.,2
847407453587202052,"@samueIIe @ThatPalaceFan would take only 1 black spastic. ""Hello you cunt""",2
746911556437368832,@Rich_LegacyYT Hurry up and sign up for GB's you take forever. Faggot,2
695430476211757057,@zSleepz Hey kid fuck off you fat fucking nerd. Suck on a fat chode you ebola carrying nigger,2
794187322652704768,@realDonaldTrump you sick cunt https://t.co/3cg0pzbzP6,2
684584878478737409,@naomi_cundiff I don't want to get in the shower w u bitch I want u to text back u cunt,2
833149042989244416,@akaCozmo fuck you faggot,2
694685471348252672,@thurrott @Bjorn_Are And you are clearly more or less retarded. All you write is BS!,2
713700340164591617,"@AlexGleave7 happy birthday you pikey, you're a faggot, have a shit day😘x https://t.co/uFYVzZXY46",2
871480682371059715,"@Idubbbz pls, u gotta see this u nigger faggot https://t.co/mVKa57t8fG",2
718258747475419136,@toriiowens fuck what you think faggot,2
775372262115598337,@AIejandrhoe idk and idc u cunt,2
779825551800406016,@ffsalis Happy birthday you mad fucking cunt 🎉🎁🎁🎁,2
737794896992571392,@Angelthedemon2 I laughed at how unfunny this was. You can't even show your face you ugly retard,2
762718927751294976,@skoogyy @NFearz you dont get those from 10ks retard,2
729453420353093633,@NReveaL_ @ReFlexx_iLL @ReadaBULL bro you are retarded I don't look like Sid are you blind you already look ugly enough mr rat,2
781181830305292288,@LiamR_2311 ye fun y that you cunt,2
696461180307505152,"@HannuTursas @TheMuminTroll  @WhitestRabbit_  shut it, you drunk Finnish Soviet surrender monkey. Go jerk off to a picture of Putin",2
757193569748848640,@DavinaPatel101 because your a twat 😂,2
713378133735514113,@neverevertrump @lenardgamergate nigger he got attacked out of the blue. I know its your cuck mentality to sit and take abuse not his though,2
688404203342065664,@piersmorgan don't think so now you ugly cunt,2
762802767673040896,@charlieclarke54 fuck off you cunt,2
773313357940072452,@CanyouPLEASESMD I am real. How the fuck am I a troll? are you retarded?,2
877317052209520640,@LosPollosTV Are you fucking retarded you just said Hassan gobert and Jordan have no offense PMFFAAOOO DUNKING AND… https://t.co/bss2o3wTVP,2
690403745469964288,"@DaveHolmes Hey buddy whatever you do, make sure that dumb cunt goes to prison for a long time.",2
848229340039045125,@maxmoefoe you should have made h2o delirious  be to in the wheelchair considering how retarded he is,2
776390152583254016,"@MarvinsCorridor I felt the ""you simple cunt"" in my chest",2
729762079184297984,@FilthyFrank UR A FAGGOT LOLOLOL,2
865767314716852225,@CelticsCSN @CSNNE I bet u swallowing your words right now either that or a load u faggot. step ur game up your med… https://t.co/t7wksnphib,2
711385835116040192,@NintendoAmerica The fact that you don't even give a non-gamepad user feature is fucking retarded.,2
879720950408859649,"@BobbyAxelrod2 A great message. Unfortunately, many will label me as patronizing piece of white trash and you an Un… https://t.co/vZQ3NHVX82",2
715936646575710208,@SchaferBraeden @jonathanclark35 I mean I heard you called me a nigger behind my back wassup bro,2
829690801567444993,@GNev2 what arent you stuck in.....busy cunt,2
702337651857334272,@2DNacs ur a nigger,2
784121114674855936,@King_Joey15 Homophobe peice of shit did you just assume my gender you cunt,2
800500970723549184,@JDfromNY206 @Steve_ofPA OMG 😂😂 do you even professional wrestling bro? No heels commentators on your ppv? Fuckin retard,2
822594915804844036,@wakemartin Fuck you you fucking cunt go kill yourself,2
727324534244691969,@jetaimemma SHE DRINKS RED WINE WITH ICE AND THINKS SHE'S CLASSY LIKE DO U KNOW HOW FUCKIN WHITE TRASH U GOTTA BE 💀,2
826774921422446596,@realDonaldTrump get off twitter and run the country you twat,2
754421008958750720,@Scientology What?I kick you in the cock tipand STOMP ON YOUR BALLSand you got nothing for me?.....you FUCKING retarded soccer ball,2
716356253157572609,"@Anyato__ Lmao retarded? I've given you nothing but facts but your argument is I sound retarded? You're a pained, little girl with no class.",2
736626653300920322,@DannyBeighton8 I'm going go find you tonight. Get the fuck ready your hair coming off you twat,2
875045085787947009,@Lance210 @AndyMilonakis Fuck you cunt🖕🏻🖕🏻🖕🏻🖕🏻,2
840638853576839173,@Fishtiaaq I didn't mean retarded people lol. I thought you only followed those with the exact same views as u. Would make it a bit boring,2
854950078850707456,@tom_watson Shut up you fat twat,2
763845169674412037,@T_bus7 @HybridPanda Retard??? omg the sjws are gonna have your balls,2
720564004075122688,@An9ellus @nbastats @NBA yo retard 23/50 is 2 makes short of 50 percent lmao ur hate is bathing u with ignorance,2
832308949038796805,@DunnyLFC_ @HarryMackin @MatthewGrif18 @ManUtd @GaryNeviIIe niggah ur just a twat loserpool gat no mulla go to ya size benteke 😂,2
737809488967700480,#IStandWithHateSpeechI know hate speech when I hear it!,2
727669347993440256,@_YoungKing96 😒 you a little cunt lol,2
737026877978759168,@awmarissa are you retarded,2
787264623884066816,@NOTTSTOLONDON Would you learn that I'm not here to indulge your fanboy fantasies about Ched fucking your arse? Or teach what is rape? Twat.,2
851010306197377025,@ColtGrep @jadeseaparo @kznes OMFG DO IT U NIGGER,2
754313559308374016,@andreajmarkley @NewRomanGod @jefflowy @schotts you know that's a lie. Don't be retarded in your hysterics.,2
791217096910901248,@LouisPoyserr shut up you fat twat I ain't watched it yet,2
833186158377127937,@MauiWoweey_00 Leeeeeeeeeeroooooooooy 😩 I highkey miss you ! I need your chill vibes ode ! Miss you nigger 😂😊,2
840081694812127232,@Dan_Nolan9 what a disgrace of a redneck journo u r. Pathetic piece about young u should embarrassed that wasnt journalism tgat was rubbish,2
800319701280813056,"@JoanScotch64 you dumb twat, it’s a musical.",2
761382496667783169,@chubbs congrats on 6k you fat cunt https://t.co/5i2kSKFNEk,2
718963159898451968,@prettyjin__ it's 8:45 and that never stops you any other day funky cunt🙄,2
822896633092407297,@meanjean28 you stupid twat! Trump is a misogynist who is trying to take AWAY women's rights.,2
779501801833844736,@HrznMercy you tagged yourself retard. I name searched myself and found this and was like what 😂,2
741094073591828482,"@Rockprincess818 @Jan4USA delete ""retard "" from your vocabulary,  then delete account",2
739622653011632128,@realDonaldTrump Bad judgement. Hey asshole have you listened to yourself talk lately? Jesus you're a retard.,2
831098242221826048,@realDonaldTrump FAKE NEWS FAKE NEWS FAKE NEWS. YOU SOUND LIKE A BROKEN FUCKING RECORD YOU TWAT. Rant over. I hate you.  🖕,2
876175014533451776,"@johnny_buttons You daft cunt, blocking me",2
767531484722831360,"@WJudengas @kali_ahn Sure thing inbred hillbilly. As soon as that wall is up, we will get rid of you dirty immigrants. It's gonna be great.",2
865027229780070400,@BraileeK @BencomoClaudia @margeryjjones @RebeccaNanny And clearly your the white trash. @BraileeK,2
750442401253261316,@Reverend_Makers @waynelineker @harrisonclarke0 Classy. Misogynistic twat. Him not you Rev.,2
724929360197767169,@Ch1lleh You are sick. YOur ex was married and had a child. He was not with you chili. Demented cunt. I hate you.,2
759965870479151104,@Manley72 The only people who use the word retarded are right wing looney tunes. You have NO PROOF of anything,2
827179420121128960,@PrisonPlanet protest IS an example of free speech you dumb twat. Free speech is a 2 way street not only for what YOU agree with!,2
869362395264823301,"@Roulettista On your video it looks like he says ""what a cunt""",2
839464867891462144,"@stoneface7 Losing our liberty?? LOL! God you people are retarded, it's no wonder you people lost...",2
726889060636200962,@Haitch7 Least I'm not a cunt member like you ball boy,2
829464997025677312,@Vickie627 @Mmarie2539 @Boomingbox @fed_upwithobama @tedcruz Are you retarded?,2
773760210737491969,@nujjabe leave jack alone u retard I remember when u vaped on ur brother some1 should call child protection services,2
848564158744281088,@RubberDuckula dis guy called you a cunt https://t.co/5cvawBQTN6,2
722832736667312128,"@BenMoolb @Christinagirl88 @mastersofed @CraigCustance I have the right to call you a faggot. Nothing will happen to me. lol ""hate speech""",2
770808465086226432,@AngelTilaLove stfu you fake pathetic cunt. you are the air head that thinks the world is flat and you have powers! fucking air head...,2
706575673092120580,@dawallydahonk you boring twat...,2
800660043888660480,@yoLinqz @Clooudz_ Ur the only gay cunt here,2
746897530705719297,@probablyamen you look like a redneck that has a confederate flag tattoo on his ass,2
867718886627704832,@chrisdeighton @TransferRelated How much have you donated cunt?!,2
739221165848330240,@irl_canada sup cunt I recognized your face from ig. you probably have no idea who I am but I follow you so this probably seems very creepy,2
732361721403346944,@ScottReed57 @AJDelgado13 clean your outhouse nasty redneck !,2
775540877309513728,@SeanKennyII u have the worlds worst comeback.Its ok its in ur dna cause youre a retarded white boy following his parents footsteps as hobos,2
751623827621240832,@PrivateReate shut the fuck up you cheating faggot be man and suck it up pussy ass,2
690769375549227008,@AnthonydByrne22 Retards gonna retard. Keep your elitist hat high.,2
827620673488973824,@KellyannePolls @POTUS @realDonaldTrump those are bc of obama u twat,2
871374822344753153,@SalfordDevils how can you stop a flag being waved at a spoting event? This is England you wankers the owner is a cunt,2
863468978718593024,@piersmorgan Pipe down you miserable cunt,2
746742089812156416,@Hirstysleftpeg u lucky twat lol,2
736555115230994432,@ObeySwy honestly ur a cunt,2
746816605796077568,@HonourableYanu Fuck off you hairy faggot,2
822779343575384064,@tompeebles @CAFCofficial You are a peasant. I hope you spent hundreds coming down here as well. Cunt.,2
722017603057623040,@Nick_Xenophon @smh And you vote once again for the Gov't's RW extreme agenda. What do you stand for Nick? Besides being a two faced Cunt?,2
787787959802163200,@bobohstern @blackkracken r u retarded?,2
789714529429102592,@MailOnline pascale olmeta what a cunt you are .lets hope you never see the wrong end of a bullet. Prick.,2
710569963325562880,"@ManUtd should hav scored...1_1 nw,game over...lvg u stupid cunt..pls stop using fellaini",2
718145765533728768,@David_Cameron I think we're better in the EU but I don't want a tax frauding cunt like you representing me in any way..,2
774682336860311555,@otepofficial fuck you dyke,2
719613620917821448,"@Han_kingx @tiegan_hand @DaniAshdown it's just such a shame so many people fall for that cunt, I really hope for your sake he's changed X",2
694899787716493312,@rooshv What a cunt you are! I'm looking forward to when karma comes for you &amp; leaves your arsehole looking like a battered windsock. #Cunt,2
824064545396322304,"@Lazarus1940 @Kayluvsredwings @politicalham @SheilaGunnReid Hold on...were you searching Twitter for ""cunt""? That's...weird.",2
697761297098743808,"@calling1out @EoinOKane if you don't care, shut the fuck up and stop tweeting lies and bullshit you troll cunt",2
880516102366699520,@eddie_gomez1417 Hahaha you are the most retarded human I've ever met 😂 he came out of Chivas and just recently got… https://t.co/ohn7HdJ8fq,2
875863948167442435,@MattHDGamer put a pole vote instead u stupid cunt,2
848954585553276928,@TheF4K3Ninja @MorganeRome @real_Ahora @Wellium_SkurZ you are such a fucking cunt,2
752550961764265984,"@1TD cunt, what you think of the new dh song? Only hating cause you got the first comment",2
764299156945010689,"@FaZe_Rain if you're reading this , I hope you kys you malicious Persian nigger.",2
716328776276316160,@ryguy998 oh wow you do that faggot 😂😂😇,2
867530704959176705,@kenthovind @YouTube I'll give you this one Kent. Bill just went full retard on this. I'm still an agnostic atheist though!,2
693940441352441856,@JaiBrooks1  you cunt follow me or i'll kill you #janoskianators 😉,2
866746323982319617,@mz55qrf Chose not to be. Wild animals aren't made for your entertainment. What a cunt thing to think. Btw Assumpti… https://t.co/I7tAQOHOwm,2
752679525562064896,"@musty_freckles @nate_the_kid I'm not ""tryna talk to you breh"".. Just want u to know how shitty your faggot ass rap is",2
724533212370726912,@BibbyNation smile more you cunt,2
769940902659973120,@LeafyIsHere FOLLOW ME U CUNT,2
773996618463010816,"@realbrockturner I hope you drown at one of your stupid fucking swim meets, you spineless, rapist, fucking twat.",2
721085611940192257,@eyepns there is no comp you stupid fucking emo faggot you're banned and have been fighting the inevitable for a year deactivate and move on,2
849556304578437120,@AnderHerrera Draw draw draw pass forward you cunt,2
701487814580510722,@eRa_Eternity PICK ME U NIGGER,2
780172991158038528,@leestarr4 @AztecWarrior83 @bearflash you were retarded drunk Lee. I get it,2
759054653724041216,#weed #wet #whitepower #whore #whores #xxx лесбиянки лижут попки https://t.co/Inz52HWk8C,2
694632421824790529,@priyank_patel24 are you fucking disabled that's all competitions you twat,2
710909383182397440,@michaelhead99 ur a stupid nigger,2
760954329528360961,@EcksdeeCS @dommmooo I already have A+ you retard,2
701774369421455361,@AnnCoulter @RyanLizza STFU YOU OLD OUTDATED WHITE TRASH IGNORANT JACKASS,2
686518519740116992,@xChaarm you look like a twat,2
851786424420515840,"@ItsDeanBlundell @cboddy2727 Deaner, if he's breaking out the ol ""your sexist how shocking"" technically isn't he a twitter twat?",2
760352748873195520,"@Aveerse @CrimmKT haha i love how when i tried to do the ""shut up you fat little cunt"" i just got shut down yet yours was just as bad :')",2
851873028405420033,@rondog187 You don't bully someone with a history of mental health issues you ignorant cunt! #FireJBL https://t.co/HW1Hq7GYEw,2
840715277969039360,"@curti_lad happy birthday you beautiful cunt, I love you ever so much sweetheart you buffting https://t.co/1w1Av5FIz7",2
701918380828319744,@Upizwn_27 @JayMyers7 go and die you spastic cunt,2
753774947755892736,@StephenMoring @juschilIin_ You literally make no sense please drink bleach you retarded cuck https://t.co/Frcly28EMr,2
732146624907071488,"@USCsmokeshow hardcore enough for your pussy ass to remain anonymous so I dont curb stomp that bloated head of yours, lil bitch. Fuckn' cunt",2
790289635620433920,@sameoldjonny @RedRetract telling you his followers are retarded,2
759127454288121856,@greysfollows it's me you twat you've already got them,2
686975912794042368,@piersmorgan everyone who's not a complete retard should like you what even in the world,2
682949561313325056,@GrantyNUFC @jamesCollings12 @TheLadBible don't call me a cunt you freak😂😂😂😂,2
715099870349148160,@jordanscott96 get your self back to sleep cunt,2
772167230821990401,@90sleafy you look nice!!! I look like a twat but who cares about me. YOU LOOK LIKE A MODEL URSELF!!!~,2
692155253261746176,@LucidMkai not called Ross retard you had one job and you fucked it,2
734857139345297410,@illucination all u really are is a touchy little cunt who takes everything too seriously and really should live in a hole and burn😊,2
784400484677353473,@fgsholly thank you cunt,2
782000998843686913,@Pass_theMike you a fucking faggot bruh😒 this why I don't come thru w tha woods smh,2
727191818098622465,@jayrayner1 @AlexClark3 @dannykellywords You're a deadbeat twat. 2mikes slaughtered you today @mikeparry8 @Iromg @Callys_Disco @Team_Porky,2
725613103027748864,@Tyson_Fury @piersmorgan doubt it you illiterate fat cunt!!!,2
833509144942505984,@AkaStuns #AskStun Who is the most mentally retarded person you know?,2
765688738227884032,"@glasgowsgreenw i asked the question on your general ramblings pal, so don't come the cunt",2
777527983355592705,@mmenichetti1977 @MohamedSahlab @BestEarthPix shut up you twat,2
716317195781939200,"@Tyson_Fury @parisfury1 Lets get this straight Fury, you are a cunt, and a useless ball of fat",2
766747820967628800,@chichaypvp k ur banned faggot,2
770749002421719040,@ThatGuyMike17 hey are you Stephen Hawking's more retarded brother?,2
876617878501511168,@TheShannonBurke @kurteichenwald @unread61 Your a redneck trumptard who likes thing crammed in you ass of a mouth o… https://t.co/5IDUqlyEm2,2
865968012142182405,@davidgold Delete this tweet you stupid cunt,2
875707337025224705,@WilDonnelly Well aren't you just a pandering twat,2
823446057531166721,"@WendyWilliams are you a retarded bitch. you are a bird u r such a clown. ""lol"" lol"" for real you are.""Lol lol."" 😂😒😄😅",2
713061920945938433,@darkenyght1701 are you retarded? Who hasn't heard of it? What I'm saying is that the idea of a clear cut good guy/bad guy very rarely....,2
751107085174185984,@DWaltonOfficial YOU'RE LYING...YOU ACTUAL CUNT! DO YOU REALISE HOW MANY PEOPLE'S EMOTIONS YOU'RE FUCKING WITH https://t.co/RBDEg8fYS5,2
691302727448682496,"@briandark you cunt, wonder what joke you trying to make.",2
745371315759157249,@dayumwoo ITS A QUOTE MADE FOR SUNGGYU AKKDKDKD GUCCI MANE IS SUCH A NIGGER,2
768861121025544192,@ayedaryl it's make up you twat,2
767073210865160192,@1st_LadyKarnese lol you retarded,2
832708234221744128,"@kdawsnn98 @EASPORTSFIFA alright Kieran you mad cunt, don't hurt too many people",2
725061543679938560,@AdamMcKola lol you dumb cunt If de Gea had saved that you would've been jumping,2
874810129274859521,@__JamesSmith_ come @ me in the dm not in public u cunt,2
700631639693463552,"@st3phanie_hicks @itsnikeee_fr I mean would agree if you would date a black guy, but you're dating a nigger thug. Your dad is right.",2
734232653621301248,@ZeusX27 @mikeczechowski9 that wasn't my team it was pick ups lmao you're retarded stop mentioning me before you get blocked random,2
769586634983694337,@Repeal_theAct @Gus_ODonnell @BBCWorld first class twat - ODonnell  linked with oOwen Smith -we  told you what to do stop trying to kill it,2
756981639943561218,@BullDzn you are a depressed retard.,2
830398628111982594,"@KingCapitalKyle that's disrespectful but you just called him a ""faggot"" 🤔",2
755592868174016513,@JonathanNg19 @markhunt1974 do you even know anything about MMA or sports? retarded fag,2
824355923720290312,@Shannonduddy1 going to Copley so I can have a bath 😂😂 you cunt,2
833758517265842176,@Mike_P_Williams @realDonaldTrump @FoxNews You are such a twat I am blocking you. Bye,2
862451247638622208,"@sapiopaz if you give me time to respond. Tranny, nigger, all come from hate. y'all really think us callin y'all females comes from hate?",2
856159359616905216,"@NeonTreezz You're so educated then you would know ""retarded"" if very offensive",2
831523943093776384,@TopHat_247 @SkyNews indeed we are . And you're not you tight cunt ! Spend some money ! Wowcher hahahahahaha,2
829097961867112453,@xZahida ur a fucking spastic psycho cunt mate 😂😂 look at u I've eaten burnt pork better looking that u,2
749635412969357313,@WoahItsDiana @olobersyko you all are one brutal fandom that needs to fuck off of someone and not aim at one. Oli is a cunt for that-,2
874138549909630977,@sprngdayy Cunt u go on a diet u gonna be anorexic,2
706902237398888453,@NumbersMuncher You people are so retarded it's painful. By your definition all children in school are Nazi's too. Raising your hand is evil,2
733439057733259273,@ComedyWorIdStar @racheldomanxo ur a fucking cunt btw,2
726518170945748994,"@jayeswift @Alith0105 @lunaperla @Jaye_Swift and you've got a retarded brain in your head, how can you be so stupid?",2
714893812586450948,@thugmcnastyyy @lil_bird_jarrin Jarrin you are very good with arguments but this is hands down the most retarded one you've ever held,2
800112326485692416,@chunkymark You insult the Jewish community when you post this crap. Degenerate cunt,2
770823786878885893,@Gammas_Grim LOL U FUCKIN RETARD WEIRDO WHy would YOU SAY THAT https://t.co/uXR23tQ2PE,2
726195419232014340,@H4r0ld_c0nn0r Are you that retarded?,2
794597374580707328,@elliewhittaker_ @MrBlueSky97 nah you were always a cunt,2
775611014486171648,@L7_Mercy your superior faggot now get your 2box on,2
727298886096850947,"@GregBuddybear Greg, the webmaster of Bear411 YOU ARE A CUNT who will NOT ALLOW PEOPLE OUT of a SPAM Making Machine",2
827249376909262849,@jusdreday @Love__Domo nobody asked u to RT something retarded bro my bad. Ur dumb as hell,2
691128487663525888,@RiseUpBroncosMM @Legitfamo same 2 u NIGGER,2
877700382218211329,"@TheJuanWilliams @thehill @FoxNewsOpinion Juan, give it up, you and Richard Fowler get paid to much to ACT RETARDED!",2
760566004086898688,@Brohit96 tf you comment on it for then dumbass you just retarded today lol,2
861704988690714628,@MicaWho I'll swill if you like #cunt,2
743160393267195904,"@RVC__ You're still a cunt though, you made Franchesca kick my chest and I started crying",2
870645420283789312,@MakeItRain222 @CloydRivers Our* you fucking cunt,2
726625708705902592,@CeoilEika_Bot stop being such a faggot and gimme that stash of vodka you've hidden in your bra.,2
729480628828307460,@KYLO_CanYouGo @PeanutSuave @AyeeBee5 @LilBell_BALLIN nigga ur name name kylo wtf dweeb ass faggot,2
740202234533818368,"@mitchellvii I guess it is OK for Sodomayor to do it .. The word ""mexican"" is the new ""nigger"".  You can only say it if you are one.",2
712430841767579649,@IamKrisLondon @Mo_Knows2 lmao that's not even him your retarded basketball player that couldn't play 😂,2
871719564777852929,"@CBNNews If Islam is a peaceful religion, then retard to the mosques and dont INSULT people with your CRAP on public streets- get it???",2
879441018378235904,@MADVILLAlNY @Oxrganic I can guarantee my city is 2 times hotter than Manchester is you smelly cunt,2
875004069684891648,@FlossyASXkay You Sound Retarded As Hell 😭!,2
772470302873837568,@Hardcore9ersfan @abel1408 @StateOfThe49ers @rockclimberadd absolutely retarded to not save money if you are going to then just sit the guy,2
826502442657468416,@ThisisDB7 @LCFC @BenDinnery you're a Man U fan you cunt,2
770335557297856512,@Otto_Naser I go to Lewis u dyke,2
820763930146508802,@RandyMarker7 your a faggot for this,2
775557776164712448,"@travis_kaenel @frankthorp I meant retarded as a place holder for stupid, but you knew that before you responded https://t.co/BzyIsz1aJ0",2
850612145133936640,@TRobinsonNewEra What an utter cunt you are 😭😂,2
762362088916414465,@NoBuffZone fuuuukkking twat you mean 😂,2
827604894521626625,@userunknown2020 @LPNational this is where you suck it faggot....not a man?...then a whore...not a woman?...then a freak,2
753866287114096640,@TimelineDestroy your content Is fucking retarded FUCKNG KILL YOUR SELF that is fucking nasty,2
685243732342489088,@RickyThomas95 shame u cunt,2
698534374430633985,@mcurryfelidae07 @willrad Are you done sounding like a retard?  And to think we closed down our insane asylums...for this...,2
827891965253529600,"@rickwilson you are a fucking whining ass piece of shit. Go fuck your self , u Hillary loving cunt",2
829584798913945600,@gun you're an embarrassment to our nations military you faggot,2
766364881033494528,"@RyanLochte What a pointless, whiny little pissbaby cunt you are. FOAD",2
720719419819835392,@RobbieSavage8 Shut up you cunt,2
711088056317644800,@kelseywalsh13 @marcc_estrada not you faggot,2
764516916794839040,"@JimGalantino You fucking dumbo. Do you know what Pale Blue Dot means? Why would you, you ignorant unscientific hillbilly trash!! :-)",2
746119365674811392,"@jaide_atherton babes, you don't need geography to know that u dumb twat😂",2
839268234692083717,"@SenSchumer as Americans we, the People have a right to demand secure borders and that immigrants assimilate our culture, you twat. #upchuck",2
774311078029324288,@lesthelion yeh more room for caravans that way make you right!plus walks for your https://t.co/iaVp7QKVrp a lot of tools gone missing Cunt,2
773874274817810432,@tay_bug29 everyday is white trash bash for you ain't it?,2
742782092220583936,@rickygervais y u cunt?,2
690266738550796288,@DarudeLeafStorm bit late for twenty fifmemes. second of all okay well manou is still a faggot.,2
853037065193361408,@Extremytes I ended game because i was using a retard class and wanted to change it but thanks you downs mother fucker.,2
862751534643372033,@Manchesterspeak Oh piss off! You cunt. Stop acting like no other team ever cross the ball into the box,2
699714336982441984,"@iammrvandy You must be getting sick of me, shows how serious I am...will even sing the theme to the Dick Van Dyke show for you! #Sweetapple",2
847662987376590850,@mtracey nigga you retarded.,2
761861821699457024,@Flicky26 LOL! That is funny. Then again a Brit will walk up to you &amp; say: Well you're an ugly twat &amp; actually be paying a compliment. LOL!,2
699257266910924800,@jake_hynard shut your cunt mouth 😂😂😂😂,2
728049318385594368,@brawadis YOURE A PUSSY HES 1 MINUTE AWAY PULL UP YOU FAGGOT,2
687807009928785921,"@MichaelNewdow as a proud atheist, I must say, you are a fucking retard",2
752636076762787841,@MLTneeRhodette ur still ugly hillbilly,2
877225435997892608,@GOPPollAnalyst @YossiGestetner @realDonaldTrump @TeamTrump lmao are you retarded or just have your head up your as… https://t.co/UVpyb6dj6C,2
706277965580136448,@YeahYeahUtah no. You are literally just in to prove that faggot wrong. You dont actually get to do anything.,2
873293410240786432,@gweg_ @STComboed we cant rt you retard youre on private,2
875017147545780224,@fazespurpose Ur WeLCuM ReTaRD xxxxx,2
821636194387824640,"@Diana_Hoxha yeah I entertain myself when I'm bored but am I giving birth u retard, I think ur even dumber than the woman using make up lol",2
849151877187080192,@ZucklesOfficial Why are you such a cunt ?;),2
879215046034960385,@piersmorgan no one likes you ya phone hacking cunt I think you should jump off London Bridge,2
778349777549393920,@_MattyCrowe obviously you freak I'm not a retard,2
737839985752080385,RT @JGalt09: #IStandWithHateSpeech because the left will declare themselves the authority on what is hateful https://t.co/Am6bfCZcQa,2
871404224395042816,"@GunOwners Our police didn't flee, they also don't execute kids with toys...cunt",2
728189617871179776,@uchennauka3 What's happening nigger is you good,2
747200292358340608,@KingHenerz ur mom raised a cunt,2
686286532773330944,"@HuffingtonPost please do not review any further Star Wars movies; whomever you send to review it, is actually retarded.#StarWars",2
746404762900373504,@BlackMagicIam WHY DIDN'T YOU SEARCH BEFORE YOU VOTED YOU LIMEY TWATS!,2
774472042842353664,@PlayOverwatch you don't nerf the fucking hero because you're retarded and then you make it harder to leave games because you're thick? gg,2
763818535823048704,"@HWYMG Yo bitch, what would you do if I had Jerry. You Cunt.Keep up the good videos, I MIGHT release him... You cuck!",2
873931149969682432,"@DanKurth1 @larryelder Iraq didn't attack us, nor did they have WMD's, you fucking retard.",2
827290812446806021,@ACGAMING10 @SexterSnipes @Zert81 THAT'S WHAT I JUST SAID YOU LITTLE RETARD.  I SAID I DIDN'T ASK YOU TO SEND STUFF I ASKED IF YOU'D LOCK IN,2
740629688633040896,@Fun_Legit lmao ur a nigger,2
763906947548610560,@tomdove18 sleep you FUCJING cunt,2
873607311956115456,"@pettyblackgirI @mckenziedenisee You are a fucking retard. And also, the US doesnt bomb towns.",2
723333075212599297,@ImKrypdick @smileangelicaa dude touch her and ill kill u in minecraft faggot queer,2
752441842759790592,@MattixArt stfu im retarded and you know that bitch,2
834874751613079560,@IrinaGlinskaya4 @DavidRendo_98 @bangoloff @Krislcx @OJTanner oh fuck off you smelly twat,2
780714610018115584,@MKBHD hi doood. Just wanted to tell you that you're the biggest sellout or the biggest retard. I haven't decided. Kthnx bye :),2
760554390054985729,"@chloe_chlumecky @arashm16 id say you're retarded but you might be triggered by that too, definitely only two genders",2
702925282227802112,@maxmoefoe why are you such a faggot?,2
768855899117150208,@_noshade you bum ass pussy cunt bitch dm me NOW,2
753050713073160192,@Onision Tou cunt toooo?,2
726218265593307137,@parker_tripp what jizz on your chest and leave you in the back alley behind family dollar you white trash,2
739863867447074817,@JenGalang23 OMFG YOU BITCH YOU ISED WORSE PICTURES THEN JEL DID HAHA BUT THANN YOU FAGGOT I LOVE YOU MUCH MUCH ❤️💕🎊🎉,2
871171872557338625,@AltruistcMystic @EmmanuelMacron are you retarded ? He was talking about climat......,2
778096689060122624,@cole_meals cole are u stupid or retarded 🤔,2
712240713963065345,"@TechnicallyRon Unfortunately it's also true that, if you're a twat, then you're going to use any tragedy to further your bigoted agenda.",2
758741368604733440,@jackcoleman99 you jokes cunt 😂😂😂😂,2
788087303084371971,@CrakersInAfrica and you a dyke,2
727609621091778560,@VicRoads @CityLinkMelb just you fuckin relax cunt,2
750618268407308288,@therealbh3 @Atalanta_BC you really are a weird cunt aren't you,2
688066134034231296,@ItzScav you are useless you daft cunt,2
828653655041650688,@superstarginger @kiff123 bet you stole her soul you horrible cunt!,2
