hate,text,text_id
0,@TajinderBagga @sanghaviharsh @malviyamit @sambitswaraj @AmitShah @BJP4India @Shehzad_Ind @smritiirani @byadavbjp\xe2\x80\xa6 https://t.co/wpBSlJKjl6,pmathur_488
2,@emDaniyal @maria_malikk22 Dlt Kar K Quote Kar Beghairat Wahan Jawab Deta Hun Larki Tag Hai Saath Behuda Haraami\xf0\x9f\x98\x91\xf0\x9f\x98\x91,pmathur_489
2,RT @fahadsayss: Dont ki English Kamzoor thi to English movies dakhne ko kaha.\nHaraami n pata nhi konsi movies dakh li ab woh khud kamzoor h\xe2\x80\xa6,pmathur_490
2,"@EconomicTimes Saaley haraami sarkaari karamchari log, kaam, material sab A1 chahiye phir ghoos chahiye bill jaldi\xe2\x80\xa6 https://t.co/LIkl2dJvvi",pmathur_491
2,"Charan, Aiyer, Sibal orPure @INCIndia k Madarjaat Haraami kutte Le dubbe @INCIndiaLive ko @OfficeOfRG @rssurjewala\xe2\x80\xa6 https://t.co/XcGL6bLZL1",pmathur_492
2,@malviyamit @SalmanNizami_ Bhaiya kitne dekhen pat tere jaisa haraami nahi dekha ...,pmathur_493
0,RT @southasian_: Kajol x Rekha \xf0\x9f\x87\xae\xf0\x9f\x87\xb3 https://t.co/Vy0EKtkiRL,pmathur_494
2,Punnesh saala bahut haraami hai\nKya waahiyaad aadmi hai arshi aur akash ke saamne bolta hai ki haan shilpa to safe\xe2\x80\xa6 https://t.co/cEDxvdz1NX,pmathur_495
2,"Shakal masoom or dimagh haraami, ye naimat bhe ksi ksi naseeb hti ha.",pmathur_496
2,@BChamkani @KhadimRizviReal \nHazrat iss haraami ka b elaaj kren,pmathur_497
2,@Nid_Naveed Haraami suna hai uska kuch nai pata\xf0\x9f\x98\x82,pmathur_498
2,@R1Stainless Shut upppp haraami,pmathur_499
0,@narendramodi_v @BJP4India @AmitShah Sir\nAbsolutely correct\nSultan is a Dumbo knit witted\nfor him this phrase us th\xe2\x80\xa6 https://t.co/AVV9boffDi,pmathur_500
2,@Fay_Alif @Fatmounh such a haraami team i have,pmathur_501
2,@ptshrikant @UPGovt @BJP4India @BJP4UP @myogiadityanath Wow Mubarak ho shrikant Sharma kyuki haraami dougla ho,pmathur_502
2,@qadirBijnori @Shehzad_Ind @rssurjewala Kisase Namak haraami aur Kisskase Namak Halali. Jiss thaali mein khana Usi\xe2\x80\xa6 https://t.co/aTWqSIjyDS,pmathur_503
2,@TimesNow Abhi ro k inko news me aana h..us chutiye ko koot kr ya kootwa kr news me aati na ladki..bs tesuye bahana\xe2\x80\xa6 https://t.co/n7gPFp4Y5o,pmathur_504
0,RT @Taaslima_k: if anyone's giving me evil eye pls STOP because I assure you my life is a MESS and I do not need ur help making it worse I\xe2\x80\xa6,pmathur_505
0,Aise kon Troll karta hai #Pappu_Pidi\xf0\x9f\x90\x95ko !! @OfficeOfRG @INCIndia @priyankac19 @divyaspandana @rssurjewala\xe2\x80\xa6 https://t.co/MkgbIDubgh,pmathur_506
2,@timesofindia @narendramodi Haraami apni aoukat pe aagayaa badmash,pmathur_507
2,@omkhokhar92 @aajtak Iss Haraami ki Age bhi dekh lo kutto. \nYe kya hai. ...???????,pmathur_508
2,"RT @BilalQazaafi_: Ujlay Kapry, Achy Khany,\nMehngy Jotay, Oonchy Ghar,\nKaaly Dil, Mailay Man,\nSastay Shoq, Haraami Log.",pmathur_509
2,@tweetfromRaghu @mymalishka Tu hai kaun be Bh*****ke...\nTeri aukaat kya hai be...Saale MTV ke chuziye...\nMalishka t\xe2\x80\xa6 https://t.co/UWdAFXY8QV,pmathur_510
0,@MixedRaita Mere bhaiyo mein AMU mein rights ke doran roz padha. Mere guru bhi Muslim rahe aur unaki taalim ka mein\xe2\x80\xa6 https://t.co/asFmnvtzNy,pmathur_511
0,i want a snow day with hot chocolate ft. the LOML,pmathur_512
2,"Aaj kal jo jitna zyada namak khata hai, utni hi zyada namak haraami karta hai\n#GujaratElection2017 #GujaratElection https://t.co/CYTgNb3yLo",pmathur_513
2,@narendramodi ko bhi suspend karo. \xe2\x80\x9cNEECH\xe2\x80\x9d aadmi ki degree farzi hai. Haraami ki aulaad ko phansi do! https://t.co/LWPwlQ6UO8,pmathur_514
2,"@imranpasha1\nImran Bhai! Report karo ""tootaram"" ke tweets ko... Block hojaayega haraami... Bahut si tweets haen usk\xe2\x80\xa6 https://t.co/2hNNAlQmVE",pmathur_515
1,World's Biggest haraami Muslims are in hydrabad who sell their young virgin girls to Arabs to get rich. That Owaisi idiot can't see this?,pmathur_516
2,@BabuSaheb90 @RealHistoryPic Haraami tere par suit karta hai....,pmathur_517
2,"@Bhoolwerine @kaminapun Mobikwik haraami has stopped taking supercash for recharges, ullu ke pathhe",pmathur_518
2,Haraami \n\nBare haraami\n\nApne dosto ke pas beth ke janu ko call karne wale.,pmathur_519
2,"@imeerage I would like to say ""yahan kya apni MC aaya tha haraami""",pmathur_520
2,"@Bhuvan_Bam ""Kitne haraami hai hum"" \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\nKya pele ho BB!!",pmathur_521
2,@RoflGandhi_ @KPadmaRani1 @sambitswaraj Haraami betaa muhh zoor hote hai ye Essne sabit kr diya..... https://t.co/LqovEuAsXi,pmathur_522
2,@aajtak @HardikPatel_ @rahulkanwal Is haraami ki icha rahul ka jija banne ki hai bana do ise,pmathur_523
2,@imparhlad @adarsh29091979 @Rishiroybjp @sambitswaraj Haan ab toh udke dumchale Modi ko sabka baap batate hain. Sal\xe2\x80\xa6 https://t.co/OjPlQTebj2,pmathur_524
2,Anta Hareem wa haraami #SaudiMovieTitles,pmathur_525
2,@ARYSabirShakir @HumaimaMalik162 Very well said sabir sir lekin ye nooni haraami ko samaj nahi aye ga haraam ko kha\xe2\x80\xa6 https://t.co/28BEK73IyZ,pmathur_526
2,RT @LeMeJeRry_: Dost ki English Kamzoor thi to English movies dekhne ko kaha.\n\nHaraami na pata nahi Konsi movies dekh li ab wo khud kamzoor\xe2\x80\xa6,pmathur_527
2,@sardesairajdeep this is the same haraami media that asked if Shivaji's statue was important! and look at their bastardly priorities.,pmathur_528
2,Sorry Mani Shankar Aiyer.. you were very wrong boss. Aise PM ko 'neech kisam ka..' nahi 'ekdum haraami kisam ka..'\xe2\x80\xa6 https://t.co/d8kHuZy7mN,pmathur_529
2,@ManishTewari No wonder you are behaving like a moron. Your vote bank is stuck in 14th century ARABIA with barbaric\xe2\x80\xa6 https://t.co/tOumT13fQn,pmathur_530
2,@Deepak1883 @ReallySwara @JagratiShukla29 Dekh swara tumhara ex hoga yeh...haraami..,pmathur_531
2,Yeh feku\nKutta\nKameena\nMakkaar\nHaraamkhoor\nNikamma\nJahil\nGawaar\nYeh sab me nahi kehta\nWarna kuch haraami Mujhe gali\xe2\x80\xa6 https://t.co/GPRVon3fzq,pmathur_532
2,@ndtv What kind of Gira hua haraami he is!,pmathur_533
2,@queen_maryam1 @suyyashrai Han.. Yeh haraami hai ek number ka.. Koi badi baat nahi yeh he intention ho iska,pmathur_534
0,RT @0504MN_: I had my nikkah in front of the kaabah and did umrah with my husband straight after and he still turned out to be a piece of s\xe2\x80\xa6,pmathur_535
2,"RT @JpiyushSharma: Aaj kal jo jitna zyada namak khata hai, utni hi zyada namak haraami karta hai\n#GujaratElection2017 #GujaratElection http\xe2\x80\xa6",pmathur_536
0,RT @drnkgupta: @MixedRaita Mere bhaiyo mein AMU mein rights ke doran roz padha. Mere guru bhi Muslim rahe aur unaki taalim ka mein example-\xe2\x80\xa6,pmathur_537
0,All I want for Xmas is medium phat tiddies,pmathur_538
2,@dilipkpandey to gandu jab ec ne bulaya tha to gaya kyon nahi. apne haraami baap ki chaat raha tha,pmathur_539
0,RT @shabsmind: sza and dvsn chill weather,pmathur_540
2,@jigneshmevani80 Desh ke hai bure haalat\nHaraami BJP ko laat\n\n@amitshah..kitne big EVM HACKS karle...tumhe raasta c\xe2\x80\xa6 https://t.co/7Z1A1NcRUQ,pmathur_541
2,@surkhminahil Ap kanjar haraami ki beti hain???,pmathur_542
2,@i_samyy But saamne haraami friend khada ho to muh ko hi act karna padta hai... Woh bhi gaali se \xf0\x9f\x98\x82\xf0\x9f\x98\x82,pmathur_543
0,RT @nadirbhaii: Women are too precious for this world,pmathur_544
0,"RT @reayonce: the year is 2036. you sit on the couch with your spouse. your children play a ""classic oldies"" music playlist. \'Fergilicious\'\xe2\x80\xa6",pmathur_545
2,Tomorrow he will be s jaunu Shari Hindu.. Lol. Haraami hai saalei https://t.co/PeFoVeAnjr,pmathur_546
0,"@behrulkahil best is witnessing current generation lahoriye kids, having a go at urdu in deliriously punjabi accent\xe2\x80\xa6 https://t.co/lA6p1X7jgd",pmathur_547
2,@ANINewsUP Ause haraami log bhi hain ???,pmathur_548
2,I want to send this to every haraami IT type/ posh type/ butter-won't-melt-in-my-mouth-type who tried to argue with\xe2\x80\xa6 https://t.co/iu9FhYb8bp,pmathur_549
2,RT @annaverbee: I want to send this to every haraami IT type/ posh type/ butter-won't-melt-in-my-mouth-type who tried to argue with me abou\xe2\x80\xa6,pmathur_550
2,@aimxaye Haraami \xf0\x9f\x98\x92\xf0\x9f\x98\x90\xf0\x9f\xa4\xac\xf0\x9f\x98\xad,pmathur_551
2,@HerdHUSH @TwitterSupport @subhadip909 @Twitter Is baasu ki ma ka bhosda saala madharchod hai kis jagah ka ye bahan\xe2\x80\xa6 https://t.co/s5FSwlhWXL,pmathur_552
2,Haraami hai Saala.. Essa toto bandh hogaya.. Part of sold media https://t.co/BaLAOg9tns,pmathur_553
2,Pehle Main Boht Seedha Saadha Tha Phr Ak Din Meri Life Main Ak Haraami Ki Entry Hoe Aur Sab Badal Gaya,pmathur_554
0,"RT @tiaramvrie: It doesn\xe2\x80\x99t matter what else he does right.. if a man does not offer emotional support, he is useless. Read that twice.",pmathur_555
0,Feku\nNeech\nKutta\nKameena\nNikamma\nHaraamkhoor\nHaraami\nGadha\nNapunsak\nYeh sab modi ji ke liye nahi bolna chahye Q ke wo Pm hai\nAb jaisa bhi h,pmathur_556
0,Inka khaandaan hi aisa he sir \xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\n\n#Haraami https://t.co/sqtHcVQCJ6,pmathur_557
2,@promethazeem @litpakib I\xe2\x80\x99m a haraami,pmathur_558
2,Bhai jiyo. Gazab haraami piece h Bhai tu\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 https://t.co/bhfr3pi9UH,pmathur_559
2,Im going to neck that taehyung anti spreading that false shit saali kamini kahiki bhenchod kutti chutiya haraami sab kiuch hai woh,pmathur_560
2,Kabhi IPL meh bhi aisa kheleta Eoin Morgan haraami.... https://t.co/ykm0nyCSq5,pmathur_561
2,You know your bff is haraami when his 2:30 AM chats includes reminder of the girl who loved you &amp,pmathur_562
2,@mirchagalib \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 abey haraami,pmathur_563
2,Ab Haraami ho gaye hain https://t.co/13Kw2NWsMW,pmathur_564
2,@ExSecular Didi yeh Bollywood wale bade haraami hote hain.\nLekin inme inka dosh Nahi hai.\nWe should stop making stupid people famous.,pmathur_565
2,@HamidMirPAK Haraami hai ye kameena,pmathur_566
0,"RT @banGhRoo: @behrulkahil best is witnessing current generation lahoriye kids, having a go at urdu in deliriously punjabi accent. Aik tee'\xe2\x80\xa6",pmathur_567
2,@SushilVerma_ @anil100y @sachinms87 @pankhuripathak @yogita_singh13 Maarooo saaale ko haraami ko mil jaaye salaa ab\xe2\x80\xa6 https://t.co/JEe1RPx3bN,pmathur_568
2,@aajtak BJP ki nasl hi haraami hai,pmathur_569
2,"RT @alyinas: when I tell you a private life is a happy life I\xe2\x80\x99m not lying, people not knowing anything about me or my life is a fucking con\xe2\x80\xa6",pmathur_570
2,@ShkhRasheed Zaani sharaabi haraami,pmathur_571
2,@JuicyM4ngo But ur not a haraami init \xf0\x9f\x98\x8f,pmathur_572
0,"Masha Allah, As usual, this is a music free, dance free, non-mahram free and haraam free Islamic pre school programme.",pmathur_573
0,@AsutoshAp @bilal_motorwala @pbhushan1 @sanjivbhatt @INCIndia @geetv79 @HardikPatel_ @AlpeshThakor_ @JMevani\xe2\x80\xa6 https://t.co/dPIRUV8cDv,pmathur_574
2,Making images is dangerous and haraam but the cunt himself is dancing in front of a camera. https://t.co/peDGZUtngF,pmathur_575
2,@rdhwn I\xe2\x80\x99m jokin\xe2\x80\x99 dat shit haraam,pmathur_576
2,NUMBER AURON K ATAY HAIN JEEENA HAMARA HARAAM HOTA.,pmathur_577
2,RT @halalpixie: Lol when you wear a hijab ppl assume you either shout how dating is haraam or that you want a really religious guy. Errrr \xf0\x9f\x98\xac,pmathur_578
2,RT @EarlyMuslimWays: Demonstrations are an innovation (in the religion) and they are Haraam!\n\nSource: https://t.co/jSYVhLdg63 https://t.co/\xe2\x80\xa6,pmathur_579
2,"RT @sakhwa: If a guy tells you that he loves you, ask him to make it halaal instead of going into haraam relationship. Phir dekhna kese bha\xe2\x80\xa6",pmathur_580
2,"How do I tell a mother who supports her daughters haram relationship partially due to fears and concerns, that it is still haraam!",pmathur_581
2,Celebrities love marriage : \nWow ! Marriage and love goals.\n\nNormal ppl love marriage : \nHaraam intercaste marriage\xe2\x80\xa6 https://t.co/gJKLjEtIIu,pmathur_582
2,"chautarfa mahangai ne jeena haraam kiya hua hei , pm growth rate ke peeche pade hue hein , do saal se kagaj par mahangai kum kar khush hein.",pmathur_583
2,RT @AurTezHassan: Making images is dangerous and haraam but the cunt himself is dancing in front of a camera. https://t.co/peDGZUtngF,pmathur_584
2,RT @sk_mughal: These need to be declared haraam because it has become gambling now. This buble will burst and people will lose all their mo\xe2\x80\xa6,pmathur_585
0,RT @AssStar_0_: @GZoltn @rubicon765 @burdubai11 @nymphosecret @VirtuAss @RavasMunda @Vasjera @mehmets58638052 @RozaElMoza2 @goodness_girl17\xe2\x80\xa6,pmathur_586
1,"RT @pliersnwires: @ShefVaidya @sanjaytiku @fadnavis_amruta These Evangelists abuse Hindu Gods in open, desecrate Hindu idols, molest kids i\xe2\x80\xa6",pmathur_587
2,@ashutosh83B When kejri talked against Surgical strike Pakistan took a dig at India... Haraam zaade,pmathur_588
2,@OfficeOfRG Bina Congress President elect huye hi aap ne BJP ki neend haraam kar di aur ab toh aap undisputed offic\xe2\x80\xa6 https://t.co/O1E9F3J4zB,pmathur_589
2,So now are openly advocating for openly haraam relationships and referring to them as 'goals'? What happened to 'ja\xe2\x80\xa6 https://t.co/Z4OnrQdxYb,pmathur_590
2,RT @advocate_co: @OfficeOfRG Bina Congress President elect huye hi aap ne BJP ki neend haraam kar di aur ab toh aap undisputed official sei\xe2\x80\xa6,pmathur_591
2,@dr_tweeter1080 @Saniakhanhyat Sab haraam khor hain,pmathur_592
2,Never seen a besharam haraam khor more than this man \xf0\x9f\x91\x87\xf0\x9f\x8f\xbd\xf0\x9f\x91\x87\xf0\x9f\x8f\xbd https://t.co/Vym5smewnc,pmathur_593
2,Harami ki aulad aa gaya na aukaat pe. Haraam ka jana Congressi! https://t.co/cLVBKuXlC7,pmathur_594
2,@Irealmansi @ajazlone @PujaNDTV @GargiRawat It's Haraam to use condoms,pmathur_595
0,RT @HumsafarTrust: Criminalization of begging.. a ritual means of income for Hijra communities.. only limits options for already marginaliz\xe2\x80\xa6,pmathur_596
2,4crore ka suit hawa m ghoomne wala\njhooth ka samunder\nnawaz ki tatti chatne wala\nhijra haramkhor\ndesh drohi\nlull ba\xe2\x80\xa6 https://t.co/dQUPGd2YHA,pmathur_597
2,The Hijra at work. US Taxpayers pay for our own demise. Wake up. https://t.co/eyL088V8OJ,pmathur_598
2,@ikillukillwekil @Kalpeshco1 @sardanarohit Modi jaise hijra ko follow Karte ho,pmathur_599
2,@AnushkaSharma @Asifsiraj7 Akher hijra se shadi kr lee\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82,pmathur_600
2,natural sex video images noods hijra pictur https://t.co/gAXdT00GFO,pmathur_601
2,naked girls innocent video of local hijra fucking with man https://t.co/SsnrKmMPg9,pmathur_602
2,"RT @andrewbostom: Germany: Pakistani hijra invader ""migrant"" arrested for trying to blow up a church in Mannheim https://t.co/uITinbDZHH",pmathur_603
2,"Hijra hain, Jaane do. https://t.co/oP9FBtDrLU",pmathur_604
2,@nd_nazre @Kalpeshco1 @sardanarohit Mohammad bhi tha kya hijra,pmathur_605
2,Wake up and smell the Hijra: https://t.co/vdEMYKinfX,pmathur_606
2,amazing anal videos hijra fucking girl https://t.co/TUcc9Bo65b,pmathur_607
2,pakistani hijra DJ Danch And Stage shoo Pakistani dance https://t.co/CVvgTvdvx9 via @YouTube,pmathur_608
0,"RT @AmyMek: Muslim Refugees are seeking refuge in Christian Countries. Ask yourself, WHY aren't they seeking refuge in MUSLIM Countries\n\nTh\xe2\x80\xa6",pmathur_609
2,@V_of_Europe @TaraMcCarthy444 Hijra,pmathur_610
2,@DrMerajj Aise Jaanvar Exist hi nahi hone chaaheye,pmathur_611
2,*me whn retrns hm aftr long days*\n\nMom: Mera Raja beta ghar aa gya\n\n*Nxt Day*\n\nMom: Uth ja 11 baj gye hai Aalsi jaanvar Room nhi hai ye teri,pmathur_612
2,@_trunils Gandhi jaanvar.,pmathur_613
0,Galat insaan se toh sahi jaanvar hi accha hai! #CatPerson,pmathur_614
0,@I_shivanshi @awasthis @laluprasadrjd @RJDforIndia @News18India @CNNnews18 @News18Chaupal Us Neta KI fan Hai AAP JI\xe2\x80\xa6 https://t.co/iES2TEUNJf,pmathur_615
0,@mallucomrade @pankhuripathak @chief_tribal @comabijith @Subytweets @HaridasSuvarna @vellurtweets @e_salam\xe2\x80\xa6 https://t.co/IcXh6M3GMb,pmathur_616
0,@Pranay_Hrx @itsrkkc @i_heramb @Naikhere @Ankitaker @AnkanNaik1 @raviranjanhr @iamchiragshah99 marvel s jaanvar\xf0\x9f\x98\x82,pmathur_617
0,10 mein se 9 jaanvar *Hahaha* type karte hue haste nhi hain\xf0\x9f\xa4\x99\xf0\x9f\x8f\xbb,pmathur_618
0,@VSrivasatav @RubikaLiyaquat @asadowaisi @ZeeBusiness jaanvar ko mata pita kahna tumhare dharm me hai ye duniya jaanti hai,pmathur_619
0,"What is brkup...? . . . . . . It is that time when a Jaan becomes ""jaanvar"" and a ""cuttiee"" becomes ""kutti""....!!",pmathur_620
0,@OfficeOfRG Are bhai smriti ji bura maan jaengi ..Aap modi ji ko jaanvar kese kah sakte he,pmathur_621
0,To all the Shitpians &amp,pmathur_622
2,RT @Chandra67418466: @amritabhinder @phantomwalks3 Aysay Gandhee jaanvar ko shoot karna chahiye. JAIHIND.,pmathur_623
0,@laluprasadrjd Jab Insaan jaanvaro ka chaara kha skta hai...to jaanvar insaano k bed pe nahi reh sakte?? \xf0\x9f\x98\x82\xf0\x9f\x98\x82,pmathur_624
0,"@Apoorva010 Human , jaanvar ko iski baarime kuch nehi patha \xf0\x9f\x98\x86\xf0\x9f\x98\x86",pmathur_625
2,@amritabhinder @phantomwalks3 Aysay Gandhee jaanvar ko shoot karna chahiye. JAIHIND.,pmathur_626
2,@totabola1 @IndiaToday Jaanvar laal became PM after his daughter eloped with a Katuva ...This is difference,pmathur_627
2,@PANKAJPARASHAR_ wah kya baat h ye h India k insaan jo jaanvar se b bekaar h,pmathur_628
2,@VSrivasatav @RubikaLiyaquat @asadowaisi @ZeeBusiness aor rohit sardana kal bhi jaanvar tha aaj bhi jaanvar hai,pmathur_629
0,Wo tweet bhi delete kar k bhaag gaya.... Haha... Kasam se be daya aati hain tum logo k maansik divaliyepan per.....\xe2\x80\xa6 https://t.co/CiyttknEMH,pmathur_630
0,RT @pOrn_VideosGifs: https://t.co/NdGiac6afD,pmathur_631
0,RT @mallikarjun456: @RAHUL9262514 @manakgupta @OfficeOfRG @Shehla_Rashid @jigneshmevani80 Tum Babasaheb Ambedkar hogaya kya? \nSharm nahi at\xe2\x80\xa6,pmathur_632
2,@somveerbhardwaj @rk_srewal @sardanarohit @aajtak Khujliwal kutta se better hai ...,pmathur_633
2,RT @Clown_Guy777: She's so hot for that cock in her ass she can't contain it! https://t.co/zFaajNgno4,pmathur_634
2,@priya_hhh aaj tere ko mera lund se kutta ka tara pelunga aur bhi jor jor se  jitna chahe chilla le meri jaan,pmathur_635
2,RT @Simranjeet_k971: @sanjivbhatt Have you ever checked your DNA you ass hole comparing RSS with ISIS.. Kutta sala BC MC what RSS did to yo\xe2\x80\xa6,pmathur_636
2,@priya_hhh aap tere ko mera bahon main lekar khade ho kar chudai karta hu dekh aise tere ko kutta jaise aj chodun ga meri jaan,pmathur_637
0,@AashishKhetan Wo tweet bhi delete kar k bhaag gaya.... Haha... Kasam se be daya aati hain tum logo k maansik dival\xe2\x80\xa6 https://t.co/s6RAWffK8n,pmathur_638
0,@taslimanasreen Go to hell @taslimanasreen \nU r a puppet\nU r a #Paltu_kutta\xe2\x80\xa6,pmathur_639
2,@imAkShahi @diwan_kirti @ShatruganSinha BJP ne iske kah ke lele ....ma party se nikkala...na bhaw Diya ...kutta bana Diya,pmathur_640
2,RT @farhamuni: @TheKaranPatel @BeingSalmanKhan I think iska koi maa behen nehi hay.gatar me peyda huya hay.gatar ka aulad.iska parvarish bo\xe2\x80\xa6,pmathur_641
0,RT @supernovaf_1000: @Carmen73390220 @fedoraletelier @RobertoFinat @Budoia2005 @Regia_Pam @rrojascarreno @ericahenriquezo @Super_Agente99 @\xe2\x80\xa6,pmathur_642
2,"RT @ineerajdubey: According to miss Right\n\n""Chalu bahut ganda word hai""\n\nand kamina, kutta???\nWo to mai mjak me bol rhi thi\n\nFakina Khan",pmathur_643
2,@dubeyback Ye sala pagla kutta hai yisko maa relation me lagti hamlog ko use kya rista sala kuta bila,pmathur_644
2,@farooqa60522148 @Amirmumtaz17 @AyeshaGuIaIai Pagal Awara kutta,pmathur_645
0,"RT @786_maliks: Because he himself is strong contender to be declared as murderer of BB. Other contender includes, @P_Musharraf kutta, Qati\xe2\x80\xa6",pmathur_646
2,@SirRavishKumar Congressi kutta,pmathur_647
0,@PurnimaHK_SG favourite animal? Except kutta \xf0\x9f\x9a\xb6 #AskPuri,pmathur_648
2,@ashutosh83B Pure vegetarian hi modi g tere jesa kutta nehi hain,pmathur_649
2,"RT @sarangs722: Hina : ""Kamina, kutta, saala""\n\nAnd this lady was targeting Vikas yesterday just bcoz he called her ""chalu"" \xf0\x9f\x91\x8f\n\n#BB11 #BiggBo\xe2\x80\xa6",pmathur_650
0,@chintan20 @OfficeOfRG Just see how they have mention Congress Canidate as Social political leader...Agar BJP ke le\xe2\x80\xa6 https://t.co/MUKnWEf6uv,pmathur_651
2,"RT @abdulla_rajput: Attention k lye Allah k bnay huyy insano pahly Bandar, kutta bolty ho or jab attention mil jatii tw Public mai Randi Ro\xe2\x80\xa6",pmathur_652
2,RT @DikshaMalhotraa: @TheKaranPatel @BeingSalmanKhan CHAL BA KUTTA PATEL \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82,pmathur_653
2,@bhagwa_sherni @Mk56Kaur Khujali wala kutta,pmathur_654
2,@ColorsTV @BiggBoss Luv Ka credit b Kutta Vikas Le jaayegaaa . SHITT Gay.,pmathur_655
2,"RT @fan_bb11: #HinaKhan called #LuvTyagi ""Kaamina Sala KUTTA"" she got offended when #Vikas called her CHALU.. wow #MissGrace \n\nI am feeling\xe2\x80\xa6",pmathur_656
2,@TheKaranPatel Mujhe lag hi raha tha kutta bhoka kesay nhi ye lo kutta firsay pagal hogaya,pmathur_657
2,Thank You for calling me Genius....\nNahi samjhege hai wo hame...\nTo kya Jaata hai???\nAb Tu Chutiya hai\nNiche Khade\xe2\x80\xa6 https://t.co/foD8mB43r5,pmathur_658
2,RT @panwa15_lucky: @bhagwa_sherni @Mk56Kaur Khujali wala kutta,pmathur_659
2,@BachhaGormint BC..kutta,pmathur_660
0,@divya_16_ Just see how they have mention Congress Canidate as Social political leader...Agar BJP ke leader ka kutt\xe2\x80\xa6 https://t.co/MO0sQMzykq,pmathur_661
0,"RT @IAdnanYou: Banda kutta paal lay, per billi na palay \xf0\x9f\x98\x92",pmathur_662
2,@smriti__irani Saala kutta he,pmathur_663
0,RT @ShaliniShah20: Luv to hina : kya karegi\nHina : kya karegi??? Kuch zyada nahi ho raha tumhara\nBahar milo tum mujhe\n\nHina has problem wit\xe2\x80\xa6,pmathur_664
2,"@ColorsTV @BiggBoss @lostboy54 @iPriyankSharma OMG itna Gussa a ra hh is pgl , Kutta , harami @vikasgupta pr kabhi\xe2\x80\xa6 https://t.co/tYWJYxayDu",pmathur_665
2,RT @MaazIkram2: @BachhaGormint BC..kutta,pmathur_666
0,@iamWAbbas_ *Jab larki kai samne kutta peeche par jaye \xf0\x9f\x98\x82,pmathur_667
2,Hina (night before last): Don't use the word CHALU. CHALU is a very bad word.\n\nHina (last night): KUTTA... KAMINA..\xe2\x80\xa6 https://t.co/nORZQIIuAB,pmathur_668
0,@aanchalgupta973 @queenRoseslay @AnoopSharma159 @TheKaranPatel Hina keliye chaalu bohut ganda word hai.Aur vo khud\xe2\x80\xa6 https://t.co/brN90CHDsf,pmathur_669
2,@ravina77777 aap ka kutta hajir hai mam,pmathur_670
0,@Landsbroderen @KnutNF @supercamilla @lyktestolpe @_maaarlene @SThobro @Grest_ @sortulv @Mare_Argent @altsomerfint\xe2\x80\xa6 https://t.co/wVs4drZgxX,pmathur_671
2,RT @priya_hhh: @Saleemk88256399 Randi apne adat kabhi nahi badalti dear mmmmmm kutiya ki tarah apka pura Lund chat rahi ho,pmathur_672
2,"RT @pkpawan7: Meri chinaal,kutiya isko roz chhodne ka maza hi alag hai. https://t.co/G8NjdzqXcP",pmathur_673
1,RT @28abashir: uffffffff hudashi hindu kutiya ko naye naye tarike se chodho to or maza deti hai @priya_hhh https://t.co/HCCGAhlQ8B,pmathur_674
2,@Rozia123 @priya_hhh M gonna tear that pussy badly kutiya... ghhhaaabbbb ghhhhaaaabbbb https://t.co/0ZXGsZ6rBY,pmathur_675
2,@Rehan4462 Randi ko to bas ek hi kaam ata hai hehehe bas apse new new style se chud sakti hai yeh randi mmm kutiya ban kar chodogi apse,pmathur_676
2,@ElahiHiba Jihadi aurat.. Khud kutiya Jaisi ho to isme virat ka kya dosh hai ...,pmathur_677
1,RT @laxman0420: @Raziya2345 @sobiaanjum1995 @AfreenRana5 @j_796 @Safiyak72022753 @sahainkosar1 mulle kutiya ki chodayi https://t.co/FWXB15p\xe2\x80\xa6,pmathur_678
1,RT @Kutta_Kamena: Kutiya @ill_priya apnay Muslim Malik k khilaon me apni choot geeli kr rahi or chuchian rubber ki Tarah naram or sakht \xf0\x9f\x98\x88\xf0\x9f\x8c\xb6\xef\xb8\x8f\xe2\x80\xa6,pmathur_679
2,Koi bhi randi ka janma maderchod bengali kutiya randiya aur kutta nae bhokega..inhe kya lena dena chokre se..sab jh\xe2\x80\xa6 https://t.co/5frhAULOhZ,pmathur_680
1,@chori_katil Pehle Teri gaand maroonga baad me breakfast banavoonga mulli kutiya https://t.co/l4mSPCp9Wz,pmathur_681
2,@milf_women Ek dum mst gaand h sali kutiya ki ..kutta bna kr iski gaand maruga,pmathur_682
2,@ElahiHiba Baji teri bohat kutiya wali ho gai hai\xf0\x9f\x98\x89,pmathur_683
2,@pritamm51 Mao bhi kutiya ban kar chudogi apke Lund se mmm,pmathur_684
0,RT @Prince77567092: @ill_priya @26GdhC8s9cEmTsZ @Raja49647472 @SkullFanatic @bluebir21819476 @hotsona2 @Pornhub236Porn @Same03549221 @sawan\xe2\x80\xa6,pmathur_685
