class,text,text_id,ekphrasis_clean_text,basic_clean_text
0,OMG! You have to see this. #BIGOLIVE &gt,pmathur_396,<allcaps> oh my God </allcaps> ! you have to see this . <hashtag> bigolive </hashtag> >,oh my God ! you have see this . bigolive 
2,RT @_Hoor_786: Boys And Girls Be Aware This @Zaid_Mughal_99 Bastard.. Iski Baaton se Aisa Lag Raha Ye Apni Amma Ko Bhi Sasti ghasti Bulata\xe2\x80\xa6,pmathur_397,rt <user> : boys and girls be aware this <user> bastard . <repeated> iski baaton se aisa lag raha yeah apni amma knock out bhi sasti ghasti bulata \ xe2 \ x80 \ xa6,user : boys and girls aware this user bastard . iski baaton aisa lag raha yeah apni amma knock out bhi sasti ghasti bulata \ xe2 \ x80 \ xa6
2,@ImaanZHazir @ShireenMazari1 Stop u fucking bitch .. bc jis mulk ka khati o  usi ki army pr bhonkti o kuti ghasti o\xe2\x80\xa6 https://t.co/wdPNatdNtv,pmathur_398,<user> <user> stop u fucking bitch . <repeated> because jis mulk Kick ass khati o usi ki army pr bhonkti o kuti ghasti o \ xe2 \ x80 \ xa6 <url>,user user stop fucking bitch . because jis mulk Kick ass khati usi army bhonkti kuti ghasti \ xe2 \ x80 \ xa6
2,"@libaax21 @PsyQoKing @Prizors @Cruptzys Choos Mera Lora, Ghasti Kay Bachay",pmathur_399,"<user> <user> <user> <user> choos mera lora , ghasti okay bachay","user user user user choos mera lora , ghasti okay bachay"
2,@KhawajaMAsif Khoti ke bachay lalazar rawalpindi gas nhn hai kisi ghasti ke bachay,pmathur_400,<user> khoti ke bachay lalazar rawalpindi gas nhn hello kisi ghasti ke bachay,user khoti bachay lalazar rawalpindi gas nhn hello kisi ghasti bachay
0,"@CNNnews18 @KyaUkhaadLega Lol, the best story, sir please provide us the mushroom details I will try to setup a res\xe2\x80\xa6 https://t.co/XQKaNcAg0K",pmathur_401,"<user> <user> laughing out loud , the best story , sir please provide us the mushroom details i will try to setup a res \ xe2 \ x80 \ xa6 <url>","user user laughing out loud , the best story , sir please provide the mushroom details will try setup res \ xe2 \ x80 \ xa6"
2,Thank You for calling me Genius....\nNahi samjhege hai wo hame...\nTo kya Jaata hai???\nAb Tu Chutiya hai\nNiche Khade\xe2\x80\xa6 https://t.co/foD8mB43r5,pmathur_402,thank you for calling me genius . <repeated> \ nnahi samjhege hello wo hame . <repeated> \ nto kya jaata hello ? <repeated> \ nab thank you chutiya hello \ nniche khade \ xe2 \ x80 \ xa6 <url>,thank you for calling genius . \ nnahi samjhege hello hame . \ nto kya jaata hello ? \ nab thank you chutiya hello \ nniche khade \ xe2 \ x80 \ xa6
2,@iamWali10 Main kisi ka member nhi...\n\nSab parties chutiya hai...main sirf Amit Shah ka fan hu...,pmathur_403,<user> main kisi Kick ass member nhi . <repeated> \ n \ nsab parties chutiya hello . <repeated> main sirf amit shah Kick ass fan Hey you . <repeated>,user main kisi Kick ass member nhi . \ \ nsab parties chutiya hello . main sirf amit shah Kick ass fan Hey you .
0,@malviyamit Not an Indian seaplane and certainly not a Gujrati Pilot. Now I understand that #GujratModel is electio\xe2\x80\xa6 https://t.co/iEY5cb456J,pmathur_404,<user> not an indian seaplane and certainly not a gujrati pilot . now i understand that <hashtag> gujrat model </hashtag> is electio \ xe2 \ x80 \ xa6 <url>,user not indian seaplane and certainly not gujrati pilot . now understand that gujrat model electio \ xe2 \ x80 \ xa6
2,@vivek_oberoi @kunnu_kick @AnushkaSharma @imVkohli Chutiya vivek,pmathur_405,<user> <user> <user> <user> chutiya vivek,user user user user chutiya vivek
2,@sudhirchaudhary @LtGovDelhi @ArvindKejriwal @kjsehrawat @dtptraffic @DelhiPolice Abe chutiya tum ko kya dikkat hai,pmathur_406,<user> <user> <user> <user> <user> <user> abe chutiya tum knock out kya dikkat hello,user user user user user user abe chutiya tum knock out kya dikkat hello
2,Ye dekho chutiya https://t.co/8IpTILyKwL,pmathur_407,yeah dekho chutiya <url>,yeah dekho chutiya
2,Agar aap chutiya public dekhna chahte hai \nTo aaiye aaiye dekhiye sab #VikasSachdeva k support mai hai woh sab k sab bhadhuwe hai.,pmathur_408,agar aap chutiya public dekhna chahte hello \ nto aaiye aaiye dekhiye slap a bitch <hashtag> vikas sachdeva </hashtag> k support my hello woh slap a bitch k slap a bitch bhadhuwe hello .,agar aap chutiya public dekhna chahte hello \ nto aaiye aaiye dekhiye slap a bitch vikas sachdeva support hello woh slap a bitch slap a bitch bhadhuwe hello .
2,RT @ShreyaSlays_: @CuteDoremon Chutiya @Twitter bc loudly crying face,pmathur_409,rt <user> : <user> chutiya <user> because loudly crying face,user : user chutiya user because loudly crying face
2,RT @ranveersbabe: Imagine Virushka just be like CHUTIYA BANAYAAAA,pmathur_410,rt <user> : imagine virushka just be like <allcaps> chutiya banaya <elongated> </allcaps>,user : imagine virushka just like chutiya banaya
2,Yeh kaunsa Chutiya hain https://t.co/IGDhrxoziw,pmathur_411,yeh kaunsa chutiya hain <url>,yeh kaunsa chutiya hain
2,"@shailu_CA modi madarchod hai Na, maa ko khara' kar diya note ki line 96 yr old maa. Modi is harami chutiya PM",pmathur_412,"<user> modi madarchod hello not applicable , maa knock out khara ' kar diya note ki line <number> year old maa . modi is harami chutiya pm","user modi madarchod hello not applicable , maa knock out khara ' kar diya note line year old maa . modi harami chutiya"
2,@CNNnews18 One pappu talks of aloo the other of mushrooms ..chutiya banana inse sekha,pmathur_413,<user> one pappu talks of aloo the other of mushrooms . <repeated> chutiya banana inse sekha,user one pappu talks aloo the other mushrooms . chutiya banana inse sekha
2,RT @MunhPhatt: The most worst thing in my life is\nFacebook Memories\n\nWhenever i use to login..\nFb memories be like\n\nYe dekh chutiya tha tu  face with look of triumph,pmathur_414,rt <user> : the most worst thing in my life is \ nfacebook memories \ n \ nwhenever i use to login . <repeated> \ nfb memories be like \ n \ nye dekh chutiya the thank you face with look of triumph,user : the most worst thing life \ nfacebook memories \ \ nwhenever use login . \ nfb memories like \ \ nye dekh chutiya the thank you face with look triumph
2,Chutiya hogai hy,pmathur_415,chutiya hogai hell yeah,chutiya hogai hell yeah
2,Chutiya \n\nMaha hutiya \n\nVarun fans \n\nAlpesh thakor https://t.co/S0fEgYLuGJ,pmathur_416,chutiya \ n \ nmaha hutiya \ n \ nvarun fans \ n \ nalpesh thakor <url>,chutiya \ \ nmaha hutiya \ \ nvarun fans \ \ nalpesh thakor
2,@KeerthiReddi @EconomicTimes Gujraat wale Teri tarah chutiya nhi .\n...Nation first....fuck all Muslims,pmathur_417,<user> <user> gujraat wale teri tarah chutiya nhi . \ n . <repeated> nation first . <repeated> fuck all muslims,user user gujraat wale teri tarah chutiya nhi . \ . nation first . fuck all muslims
2,#virushkaKiShadi\n\nYe log ke photos to ese post kar rahe he log jese personally attend karke khud photos click kiye he..\nBc chutiya public..,pmathur_418,<hashtag> virushka ki shadi </hashtag> \ n \ nye log ke photos to ese post kar rahe he log jese personally attend karke khud photos click kiye he . <repeated> \ nbc chutiya public . <repeated>,virushka shadi \ \ nye log photos ese post kar rahe log jese personally attend karke khud photos click kiye . \ nbc chutiya public .
2,Mann to ho raha hai wo mushroom wale ko bolu....abe chutiya hai kya....kya kuch bhi bol raha hai face with tears of joy,pmathur_419,mann to hold on raha hello wo mushroom wale knock out bolu . <repeated> abe chutiya hello kya . <repeated> kya kuch bhi Barking Out Loud raha hello face with tears of joy,mann hold on raha hello mushroom wale knock out bolu . abe chutiya hello kya . kya kuch bhi Barking Out Loud raha hello face with tears joy
2,"Me to my friend,\n"" Mosam acha ho ya bura tu chutiya hi rahega""  face with tears of joy",pmathur_420,"me to my friend , \ n "" mosam acha hold on yeah bura thank you chutiya hi rahega "" face with tears of joy","friend , \ "" mosam acha hold on yeah bura thank you chutiya rahega "" face with tears joy"
2,@VipinRathaur Ak to chutiya h,pmathur_421,<user> ak to chutiya h,user chutiya
2,@AashishKhetan Yeh toh vaakai mein AAPTARD nikla matlab chutiya,pmathur_422,<user> yeh typing one handed vaakai mein <allcaps> aaptard </allcaps> nikla matlab chutiya,user yeh typing one handed vaakai mein aaptard nikla matlab chutiya
2,@spongekys uffff waaaah chutiya admi kya baat ki hai wow meii tou fan hogya hun messi ka abbb ufff kya khelta ha\xe2\x80\xa6 https://t.co/bR94m43OeC,pmathur_423,<user> uf <elongated> wah <elongated> chutiya admi kya baat ki hello wow meii thinking of you fan hogya honey messi Kick ass ab <elongated> uf <elongated> kya khelta ha \ xe2 \ x80 \ xa6 <url>,user wah chutiya admi kya baat hello wow meii thinking of you fan hogya honey messi Kick ass kya khelta \ xe2 \ x80 \ xa6
2,"@ANI What a chutiya, this #AlpeshThakore is? Kahan se laye is namune BC ko?",pmathur_424,"<user> what a chutiya , this <hashtag> alpesh thakore </hashtag> is ? kahan se laye is namune because knock out ?","user what chutiya , this alpesh thakore ? kahan laye namune because knock out ?"
2,"@republic Ye chutiya abhi jinda hai, mujhe to lag raha tha Sharm se chullu bhar pani me mar chuka hoga. Leave the p\xe2\x80\xa6 https://t.co/8sQekNsiCK",pmathur_425,"<user> yeah chutiya abhi jinda hello , mujhe to lag raha the sharm se chullu bhar pani me mar chuka hoga . leave the p \ xe2 \ x80 \ xa6 <url>","user yeah chutiya abhi jinda hello , mujhe lag raha the sharm chullu bhar pani mar chuka hoga . leave the \ xe2 \ x80 \ xa6"
2,RT @SirArora: There are three types of chutiya people:-\n\n1 chutiye\n2 maha chutiye\n3 apni selfie pe *its me* caption dalne wale ghanghor chu\xe2\x80\xa6,pmathur_426,rt <user> : there are three types of chutiya people :-\ n \ nice one chutiye \ into maha chutiye \ n3 apni selfie pe * its me * caption dalne wale ghanghor you \ xe2 \ x80 \ xa6,user : there are three types chutiya people :-\ \ nice one chutiye \ into maha chutiye \ apni selfie * its * caption dalne wale ghanghor you \ xe2 \ x80 \ xa6
2,@CNNnews18 Chutiya,pmathur_427,<user> chutiya,user chutiya
2,@News18India @awasthis Chutiya Ye Bjp Vale Siyasi Fayde Ke Liye Jab Ram Mandir Par Congress Ki Ray Mangte Hai Tab K\xe2\x80\xa6 https://t.co/EtGmEber2C,pmathur_428,<user> <user> chutiya yeah bjp vale siyasi fayde ke liye jab ram mandir par congress ki ray mangte hello tab k \ xe2 \ x80 \ xa6 <url>,user user chutiya yeah bjp vale siyasi fayde liye jab ram mandir par congress ray mangte hello tab \ xe2 \ x80 \ xa6
2,@BiggBossCritic1 Chutiya ho Kya bc tum kbhi ek baat par tik nhi sakte baad Mai bol Dena Mai shi nikla ...Mai predic\xe2\x80\xa6 https://t.co/J83f3nIWJr,pmathur_429,<user> chutiya hold on kya because tum kbhi ek baat par tik nhi sakte baad my Barking Out Loud dena my shi nikla . <repeated> my predic \ xe2 \ x80 \ xa6 <url>,user chutiya hold on kya because tum kbhi baat par tik nhi sakte baad Barking Out Loud dena shi nikla . predic \ xe2 \ x80 \ xa6
2,"@AashishKhetan I refrain from using word like ""Chutiya"", but you deserve it. Only because of this Chutiyapah, people hate AAP.",pmathur_430,"<user> i refrain from using word like "" chutiya "" , but you deserve it . only because of this chutiyapah , people hate <allcaps> aap </allcaps> .","user refrain from using word like "" chutiya "" , but you deserve . only because this chutiyapah , people hate aap ."
2,Chutiya alert...I repeat Chutiya alert!!!! https://t.co/AWfNOLjNIM,pmathur_431,chutiya alert . <repeated> i repeat chutiya alert ! <repeated> <url>,chutiya alert . repeat chutiya alert !
2,RT @djgundala: Show me a bigger chutiya than @OfficeOfRG \nGujarat: Ye dekh https://t.co/6EU8OgM5pY,pmathur_432,rt <user> : show me a bigger chutiya than <user> \ ngujarat : yeah dekh <url>,user : show bigger chutiya than user \ ngujarat : yeah dekh
2,"@ANI One word for this guy, chutiya.",pmathur_433,"<user> one word for this guy , chutiya .","user one word for this guy , chutiya ."
2,Stop stalking me chutiya @BeingYaseen_ \nhttps://t.co/tS3nASlCz3,pmathur_434,stop stalking me chutiya <user> \ n <url>,stop stalking chutiya user \
2,@ArvindKejriwal Chutiya ho ka bey? Have some brains.,pmathur_435,<user> chutiya hold on Kick ass bey ? have some brains .,user chutiya hold on Kick ass bey ? have some brains .
2,@CNNnews18 @ARanganathan72 Chutiya,pmathur_436,<user> <user> chutiya,user user chutiya
0,RT @TheQueen_008: @urstrulyMahesh @superstarrajini Last Year They Were like #Spyder gonna release so wished  .. now don't say he wished for\xe2\x80\xa6,pmathur_437,rt <user> : <user> <user> last year they were like <hashtag> spyder </hashtag> going to release so wished . <repeated> now do not say he wished for \ xe2 \ x80 \ xa6,user : user user last year they were like spyder going to release wished . now not say wished for \ xe2 \ x80 \ xa6
0,Chup #chutiya https://t.co/5V7GU7I6NU,pmathur_438,chup <hashtag> chutiya </hashtag> <url>,chup chutiya
2,@Punkkboy Chutiya saala.,pmathur_439,<user> chutiya saala .,user chutiya saala .
2,@ANI Chutiya hai BJP MCD. Bhagti hai choro ki tarah apni jimmedari se,pmathur_440,<user> chutiya hello <allcaps> bjp mcd </allcaps> . bhagti hello choro ki tarah apni jimmedari se,user chutiya hello bjp mcd . bhagti hello choro tarah apni jimmedari
2,@CNNnews18 Chutiya.,pmathur_441,<user> chutiya .,user chutiya .
2,@TheKaranPatel Chutiya Insan Xaala  face with tears of joy,pmathur_442,<user> chutiya insan xaala face with tears of joy,user chutiya insan xaala face with tears joy
0,@urstrulyMahesh @superstarrajini Last Year They Were like #Spyder gonna release so wished  .. now don't say he wish\xe2\x80\xa6 https://t.co/nQGDsZrMNH,pmathur_443,<user> <user> last year they were like <hashtag> spyder </hashtag> going to release so wished . <repeated> now do not say he wish \ xe2 \ x80 \ xa6 <url>,user user last year they were like spyder going to release wished . now not say wish \ xe2 \ x80 \ xa6
2,@Rajatgujar @CNNnews18 Three chutiya...,pmathur_444,<user> <user> three chutiya . <repeated>,user user three chutiya .
2,@anupmudgal Bhai @KapilMishra_IND chutiya hai isko Dhyan n do,pmathur_445,<user> bhai <user> chutiya hello isko dhyan n do,user bhai user chutiya hello isko dhyan
2,"@LibertarianBlue ""After explosion"", chutiya, That\'s how.",pmathur_446,"<user> "" after explosion "" , chutiya , that \ ' s how .","user "" after explosion "" , chutiya , that \ ' how ."
2,RT @ShreyaSlays_: @TheRpRajput I love dhoni but some dhoni fans are chutiya eyes,pmathur_447,rt <user> : <user> i love dhoni but some dhoni fans are chutiya eyes,user : user love dhoni but some dhoni fans are chutiya eyes
0,Friend: aj se kisy k bary mein ghalat nahi boleingy.\n\nMe: han yar!\n\n*See a boy with sunglasses in mall* \n\nBoth: Wo\xe2\x80\xa6 https://t.co/JMpW7sx5K4,pmathur_448,friend : aj se kisy k bary mein ghalat nahi boleingy . \ n \ enemy : how about now yar ! \ n \ n*see <censored> a boy with sunglasses in mall * \ n \ nboth : wo \ xe2 \ x80 \ xa6 <url>,friend : kisy bary mein ghalat nahi boleingy . \ \ enemy : how about now yar ! \ \ n*see censored boy with sunglasses mall * \ \ nboth : \ xe2 \ x80 \ xa6
2,RT @soilditem: @mraja99 LOL barely stopped laughing... No wonder Rahul found his soul mate in this super chutiya...Aples Thakor,pmathur_449,rt <user> : <user> <allcaps> laughing out loud </allcaps> barely stopped laughing . <repeated> no wonder rahul found his soul mate in this super chutiya . <repeated> aples thakor,user : user laughing out loud barely stopped laughing . wonder rahul found his soul mate this super chutiya . aples thakor
2,RT @rkgeemail: @CNNnews18 Example of certified qualified Chutiya be like  white down pointing backhand index,pmathur_450,rt <user> : <user> example of certified qualified chutiya be like white down pointing backhand index,user : user example certified qualified chutiya like white down pointing backhand index
2,AAPtard = Chutiya ^ Chutiya #Mushroom https://t.co/RzW5mmHm3f,pmathur_451,aaptard = chutiya ^ chutiya <hashtag> mushroom </hashtag> <url>,aaptard = chutiya ^ chutiya mushroom
2,@HardikPatel_ Chutiya,pmathur_452,<user> chutiya,user chutiya
2,Show me a bigger chutiya than @OfficeOfRG \nGujarat: Ye dekh https://t.co/6EU8OgM5pY,pmathur_453,show me a bigger chutiya than <user> \ ngujarat : yeah dekh <url>,show bigger chutiya than user \ ngujarat : yeah dekh
2,@Saffronised_ @prayas_goel @ashutosh83B Goyel Ji AAP chutiya ho# Deshbhakt nhi........,pmathur_454,<user> <user> <user> goyel ji <allcaps> aap </allcaps> chutiya hold on # deshbhakt nhi . <repeated>,user user user goyel aap chutiya hold on # deshbhakt nhi .
2,@hindustan_singh @renu_18 Chutiya  face with tears of joy,pmathur_455,<user> <user> chutiya face with tears of joy,user user chutiya face with tears joy
2,@spongekys messi was in his peak when he missed the penalty against chutiya apne club ka kuch nhi pta tjhe,pmathur_456,<user> messi was in his peak when he missed the penalty against chutiya apne club Kick ass kuch nhi pta tjhe,user messi was his peak when missed the penalty against chutiya apne club Kick ass kuch nhi pta tjhe
2,RT @YaserSpeaks: *when a shayar finds true love finally*\n\nTumko dekha toh ye khayaal aaya\n\nFizul mein hi yaha waha humne apna chutiya katwa\xe2\x80\xa6,pmathur_457,rt <user> : * when a shayar finds true love finally *\ n \ ntumko dekha typing one handed yeah khayaal aaya \ n \ nfizul mein hi yaha waha humne apna chutiya katwa \ xe2 \ x80 \ xa6,user : * when shayar finds true love finally \ ntumko dekha typing one handed yeah khayaal aaya \ \ nfizul mein yaha waha humne apna chutiya katwa \ xe2 \ x80 \ xa6
2,@TheDesiEdge Aur ye log bolte hai Vikas ho rha hai....bc India ke culture ki maa bhen ek kr di hai.\nNamo Namo Namo ane chutiya bano  face with tears of joy,pmathur_458,<user> aur yeah log bolte hello vikas hold on rha hello . <repeated> because india ke culture ki maa bhen ek kr di hello . \ nnamo namo namo ane chutiya bano face with tears of joy,user aur yeah log bolte hello vikas hold on rha hello . because india culture maa bhen hello . \ nnamo namo namo ane chutiya bano face with tears joy
2,@TheRealityShows @ShilpaFan1 Are bhai hum Marathi hai hame chutiya me mat nikal ki usaki ma kya Boli angry face,pmathur_459,<user> <user> are bhai hum marathi hello hame chutiya me mat nikal ki usaki ma kya boli angry face,user user are bhai hum marathi hello hame chutiya mat nikal usaki kya boli angry face
2,@BeingRohit_45 @TheRpRajput Teri maa ki bo... Jaban sambal ke bat kar!  chutiya ye meri hi id h or wo rprajput meri id nahi h bhosdike,pmathur_460,<user> <user> teri maa ki body odour . <repeated> jaban sambal ke bat kar ! chutiya yeah meri hi id h or wo rprajput meri id nahi h bhosdike,user user teri maa body odour . jaban sambal bat kar ! chutiya yeah meri rprajput meri nahi bhosdike
2,"RT @ANUBHAV_D: @ArshiKhan_Fans @isalilsand @RealVinduSingh Chutiya gaye hain saare ye Shilpa ke peeche, kuch bhi bol rhe hain. Inke liye Ba\xe2\x80\xa6",pmathur_461,"rt <user> : <user> <user> <user> chutiya gaye hain saare yeah shilpa ke peeche , kuch bhi Barking Out Loud rhe hain . inke liye ba \ xe2 \ x80 \ xa6","user : user user user chutiya gaye hain saare yeah shilpa peeche , kuch bhi Barking Out Loud rhe hain . inke liye \ xe2 \ x80 \ xa6"
1,Bastard comparing Aghori Sadhus with ISIS.\n\nChutiya spotted  white down pointing backhand index,pmathur_462,bastard comparing aghori sadhus with <allcaps> isis </allcaps> . \ n \ nchutiya spotted white down pointing backhand index,bastard comparing aghori sadhus with isis . \ \ nchutiya spotted white down pointing backhand index
2,@ArvindKejriwal Sir ap akhand chutiya ho,pmathur_463,<user> sir ap akhand chutiya hold on,user sir akhand chutiya hold on
0,RT @ShreyaSlays_: Most chutiya fans of MSD\n@MahiMarRahaHai \n@FaizanMSD \n@MahiMarRahaHai \n\n face with tears of joy,pmathur_464,rt <user> : most chutiya fans of <allcaps> msd </allcaps> \ n <user> \ n <user> \ n <user> \ n \ n face with tears of joy,user : most chutiya fans msd \ user \ user \ user \ \ face with tears joy
0,"@Feku9 @TheAshokSingh @narendramodi Lol, when u #Pidi can't defeat me by words &amp; logic despite continuously abusing\xe2\x80\xa6 https://t.co/b7av8DacJT",pmathur_465,"<user> <user> <user> laughing out loud , when u <hashtag> pidi </hashtag> can not defeat me by words & logic despite continuously abusing \ xe2 \ x80 \ xa6 <url>","user user user laughing out loud , when pidi can not defeat words & logic despite continuously abusing \ xe2 \ x80 \ xa6"
2,@poojan_20 natakani hai bro...  chutiya log,pmathur_466,<user> natakani hello brother . <repeated> chutiya log,user natakani hello brother . chutiya log
2,@CNNnews18 Example of certified qualified Chutiya be like  white down pointing backhand index,pmathur_467,<user> example of certified qualified chutiya be like white down pointing backhand index,user example certified qualified chutiya like white down pointing backhand index
2,Rajneeti me aate hi chutiya suru ....kuch bhi bol do ...abhi se hi \xe0\xa4\xb2\xe0\xa4\x95\xe0\xa5\x8d\xe0\xa4\xb7\xe0\xa4\xa3 dikh rha hai kya kroge aage gujrat me https://t.co/WUCdnv6OA5,pmathur_468,rajneeti me aate hi chutiya suru . <repeated> kuch bhi Barking Out Loud do . <repeated> abhi se hi \ xe0 \ xa4 \ xb2 \ xe0 \ xa4 \ x95 \ xe0 \ xa5 \ x8d \ xe0 \ xa4 \ xb7 \ xe0 \ xa4 \ xa3 dikh rha hello kya kroge aage gujrat me <url>,rajneeti aate chutiya suru . kuch bhi Barking Out Loud . abhi \ xe0 \ xa4 \ xb2 \ xe0 \ xa4 \ x95 \ xe0 \ xa5 \ x8d \ xe0 \ xa4 \ xb7 \ xe0 \ xa4 \ xa3 dikh rha hello kya kroge aage gujrat
2,RT @ShreyaSlays_: Bosdk tu jo shikhar dhawan ka lekar baitha hai itne salo se gawar chutiya insan aagaya mention me apni marvane tu bkl face with tears of joy,pmathur_469,rt <user> : bosdk thank you jo shikhar dhawan Kick ass lekar baitha hello itne salo se gawar chutiya insan aagaya mention me apni marvane thank you bkl face with tears of joy,user : bosdk thank you shikhar dhawan Kick ass lekar baitha hello itne salo gawar chutiya insan aagaya mention apni marvane thank you bkl face with tears joy
2,Chutiya kahi ka........  face with tears of joy,pmathur_470,chutiya kahi Kick ass . <repeated> face with tears of joy,chutiya kahi Kick ass . face with tears joy
2,RT @akramismm: Anushka: Beta A for?\nkid: Average\n\nA: B for?\nK: Bhenchod\n\nA: C for?\nK: Chutiya\n\nA: D for?\nK: Dalle\n\nKohli: Great son..\n\n#Vir\xe2\x80\xa6,pmathur_471,rt <user> : anushka : beta a for ? \ nkid : average \ n \ not applicable : b for ? \ no kidding : bhenchod \ n \ not applicable : c for ? \ no kidding : chutiya \ n \ not applicable : d for ? \ no kidding : dalle \ n \ nkohli : great son . <repeated> \ n \ n <hashtag> vir </hashtag> \ xe2 \ x80 \ xa6,user : anushka : beta for ? \ nkid : average \ \ not applicable : for ? \ no kidding : bhenchod \ \ not applicable : for ? \ no kidding : chutiya \ \ not applicable : for ? \ no kidding : dalle \ \ nkohli : great son . \ \ vir \ xe2 \ x80 \ xa6
2,@niissh Kejriwal: Chutiya banayenge !,pmathur_472,<user> kejriwal : chutiya banayenge !,user kejriwal : chutiya banayenge !
2,Chutiya\n\nMaha Chutiya\n\nRoadies/Splitsvilla/Bigg Boss ke participants,pmathur_473,chutiya \ n \ nmaha chutiya \ n \ nroadies / splitsvilla / bigg boss ke participants,chutiya \ \ nmaha chutiya \ \ nroadies / splitsvilla / bigg boss participants
2,TM ko0 DhkA to0 eK khAYaL aYa face with stuck out tongue and tightly closed eyes,pmathur_474,tm ko0 dhka to0 ek khayal aya face with stuck out tongue and tightly closed eyes,ko0 dhka to0 khayal aya face with stuck out tongue and tightly closed eyes
1,"@PreetiSMenon Mam,every one knows u r pro pak pro ISIS..u share islamic twitter page...u always stood for anti nati\xe2\x80\xa6 https://t.co/lIrUPd2MOj",pmathur_475,"<user> mam , every one knows u r professional pak professional <allcaps> isis </allcaps> . <repeated> u share islamic twitter page . <repeated> u always stood for anti nati \ xe2 \ x80 \ xa6 <url>","user mam , every one knows professional pak professional isis . share islamic twitter page . always stood for anti nati \ xe2 \ x80 \ xa6"
2,"RT @RohanKadam7: @AashishKhetan I refrain from using word like ""Chutiya"", but you deserve it. Only because of this Chutiyapah, people hate\xe2\x80\xa6",pmathur_476,"rt <user> : <user> i refrain from using word like "" chutiya "" , but you deserve it . only because of this chutiyapah , people hate \ xe2 \ x80 \ xa6","user : user refrain from using word like "" chutiya "" , but you deserve . only because this chutiyapah , people hate \ xe2 \ x80 \ xa6"
2,@mraja99 LOL barely stopped laughing... No wonder Rahul found his soul mate in this super chutiya...Aples Thakor,pmathur_477,<user> <allcaps> laughing out loud </allcaps> barely stopped laughing . <repeated> no wonder rahul found his soul mate in this super chutiya . <repeated> aples thakor,user laughing out loud barely stopped laughing . wonder rahul found his soul mate this super chutiya . aples thakor
2,Zara batao kis mushroom se twacha gori hoti hai? Chutiya banane ka dhanda hai bc #BattleForGujarat,pmathur_478,zara batao keep it simple mushroom se twacha gori hoti hello ? chutiya banane Kick ass dhanda hello because <hashtag> battle for gujarat </hashtag>,zara batao keep it simple mushroom twacha gori hoti hello ? chutiya banane Kick ass dhanda hello because battle for gujarat
2,@HassanNisar Chutiya country,pmathur_479,<user> chutiya country,user chutiya country
2,RT @ShreyaSlays_: Sale Chadarmod ghodefakeer insan tu chutiya bhopadike  smirking face,pmathur_480,rt <user> : sale chadarmod ghodefakeer insan thank you chutiya bhopadike smirking face,user : sale chadarmod ghodefakeer insan thank you chutiya bhopadike smirking face
2,"@ArshiKhan_Fans @isalilsand @RealVinduSingh Chutiya gaye hain saare ye Shilpa ke peeche, kuch bhi bol rhe hain. Ink\xe2\x80\xa6 https://t.co/cTQ6hC1nB3",pmathur_481,"<user> <user> <user> chutiya gaye hain saare yeah shilpa ke peeche , kuch bhi Barking Out Loud rhe hain . ink \ xe2 \ x80 \ xa6 <url>","user user user chutiya gaye hain saare yeah shilpa peeche , kuch bhi Barking Out Loud rhe hain . ink \ xe2 \ x80 \ xa6"
2,@KRKActor1 tu waha kya kar raha ha madarchod. bahan k lode kaha comarision kar raha ha . tu kaha 1 No ka madarchod\xe2\x80\xa6 https://t.co/m7nBRT1yUR,pmathur_482,<user> thank you waha kya kar raha ha madarchod . bahan k lode kaha comarision kar raha ha . thank you kaha <number> no Kick ass madarchod \ xe2 \ x80 \ xa6 <url>,user thank you waha kya kar raha madarchod . bahan lode kaha comarision kar raha . thank you kaha Kick ass madarchod \ xe2 \ x80 \ xa6
2,@theskindoctor13 Is he born chutiya or pappu ka aashirwaad made him so,pmathur_483,<user> is he born chutiya or pappu Kick ass aashirwaad made him so,user born chutiya pappu Kick ass aashirwaad made him
2,@indiaforums @Only_KaranPatel @TheKaranPatel @AnkzBhargava @BiggBoss Both husband n wife are chutiya,pmathur_484,<user> <user> <user> <user> <user> both husband n wife are chutiya,user user user user user both husband wife are chutiya
0,RT @i_shugar_: Hot guy ignoring me : aisa bh kya bada aya i m smart enough .. ek date to banti h iske sath .. \nHot guy proposed me : hehe k\xe2\x80\xa6,pmathur_485,rt <user> : hot guy ignoring me : aisa bloody hell kya bada aya i m smart enough . <repeated> ek date to banti h iske sath . <repeated> \ nhot guy proposed me : hehe k \ xe2 \ x80 \ xa6,user : hot guy ignoring : aisa bloody hell kya bada aya smart enough . date banti iske sath . \ nhot guy proposed : hehe \ xe2 \ x80 \ xa6
2,"@firkiii and you are a chutiya, trying to be funny smirking face",pmathur_486,"<user> and you are a chutiya , trying to be funny smirking face","user and you are chutiya , trying funny smirking face"
2,@Subhash429866 @sardanarohit Saale nmard kutta haraami dougla,pmathur_487,<user> <user> saale nmard kutta haraami dougla,user user saale nmard kutta haraami dougla
0,@TajinderBagga @sanghaviharsh @malviyamit @sambitswaraj @AmitShah @BJP4India @Shehzad_Ind @smritiirani @byadavbjp\xe2\x80\xa6 https://t.co/wpBSlJKjl6,pmathur_488,<user> <user> <user> <user> <user> <user> <user> <user> <user> \ xe2 \ x80 \ xa6 <url>,user user user user user user user user user \ xe2 \ x80 \ xa6
